_key,_iOSkey,_说明,_Android点位,_iOS点位,_服务端打点,_page,_spmc,_spmd,_autosend,isbk,ctrl,title,pos,item_type,item_id,ju_id,pager,action,pager_pos,url,opt_string,seller_id,shop_id,brand_name,keyword,type,order_id,box_id,box_name,name,city,area,sort,distance,object_id,object_name,object_type,event_id,event_name,box_page_key,box_page_data_key,box_page_data_groupname,area_id,area_name,sort_type,sort_name,brand_id,item_name,ju_name,api_name,banner_type,query_type,message_id,message_type_id,message,total,time,version,tag,code,status,error
TABBAR,TABBAR,Tabbar,,iOS 底部Tabbar,有,JuMain,Tabbar,d[_trackId],1,,[_trackName],,,,,,,{(doubleClick)?},,{.*},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
